Date,Value,ChangePercentMonth,ChangePercentYear
1962-04,30.2,0.0033,0.0134
1962-05,30.2,0.0,0.0134
1962-06,30.2,0.0,0.0134
1962-07,30.3,0.0033,0.01
1962-08,30.3,0.0,0.0134
1962-09,30.4,0.0033,0.0133
1962-10,30.4,0.0,0.0133
1962-11,30.4,0.0,0.0133
1962-12,30.4,0.0,0.0133
1963-01,30.4,0.0,0.0133
1963-02,30.4,0.0,0.01
1963-03,30.5,0.0033,0.0133
1963-04,30.5,0.0,0.0099
1963-05,30.5,0.0,0.0099
1963-06,30.6,0.0033,0.0132
1963-07,30.7,0.0033,0.0132
1963-08,30.7,0.0,0.0132
1963-09,30.7,0.0,0.0099
1963-10,30.8,0.0033,0.0132
1963-11,30.8,0.0,0.0132
1963-12,30.9,0.0032,0.0164
1964-01,30.9,0.0,0.0164
1964-02,30.9,0.0,0.0164
1964-03,30.9,0.0,0.0131
1964-04,30.9,0.0,0.0131
1964-05,30.9,0.0,0.0131
1964-06,31.0,0.0032,0.0131
1964-07,31.1,0.0032,0.013
1964-08,31.0,-0.0032,0.0098
1964-09,31.1,0.0032,0.013
1964-10,31.1,0.0,0.0097
1964-11,31.2,0.0032,0.013
1964-12,31.2,0.0,0.0097
1965-01,31.2,0.0,0.0097
1965-02,31.2,0.0,0.0097
1965-03,31.3,0.0032,0.0129
1965-04,31.4,0.0032,0.0162
1965-05,31.4,0.0,0.0162
1965-06,31.6,0.0064,0.0194
1965-07,31.6,0.0,0.0161
1965-08,31.6,0.0,0.0194
1965-09,31.6,0.0,0.0161
1965-10,31.7,0.0032,0.0193
1965-11,31.7,0.0,0.016
1965-12,31.8,0.0032,0.0192
1966-01,31.8,0.0,0.0192
1966-02,32.0,0.0063,0.0256
1966-03,32.1,0.0031,0.0256
1966-04,32.3,0.0062,0.0287
1966-05,32.3,0.0,0.0287
1966-06,32.4,0.0031,0.0253
1966-07,32.5,0.0031,0.0285
1966-08,32.7,0.0062,0.0348
1966-09,32.7,0.0,0.0348
1966-10,32.9,0.0061,0.0379
1966-11,32.9,0.0,0.0379
1966-12,32.9,0.0,0.0346
1967-01,32.9,0.0,0.0346
1967-02,32.9,0.0,0.0281
1967-03,33.0,0.003,0.028
1967-04,33.1,0.003,0.0248
1967-05,33.2,0.003,0.0279
1967-06,33.3,0.003,0.0278
1967-07,33.4,0.003,0.0277
1967-08,33.5,0.003,0.0245
1967-09,33.6,0.003,0.0275
1967-10,33.7,0.003,0.0243
1967-11,33.8,0.003,0.0274
1967-12,33.9,0.003,0.0304
1968-01,34.1,0.0059,0.0365
1968-02,34.2,0.0029,0.0395
1968-03,34.3,0.0029,0.0394
1968-04,34.4,0.0029,0.0393
1968-05,34.5,0.0029,0.0392
1968-06,34.7,0.0058,0.042
1968-07,34.9,0.0058,0.0449
1968-08,35.0,0.0029,0.0448
1968-09,35.1,0.0029,0.0446
1968-10,35.3,0.0057,0.0475
1968-11,35.4,0.0028,0.0473
1968-12,35.5,0.0028,0.0472
1969-01,35.6,0.0028,0.044
1969-02,35.8,0.0056,0.0468
1969-03,36.1,0.0084,0.0525
1969-04,36.3,0.0055,0.0552
1969-05,36.4,0.0028,0.0551
1969-06,36.6,0.0055,0.0548
1969-07,36.8,0.0055,0.0544
1969-08,37.0,0.0054,0.0571
1969-09,37.1,0.0027,0.057
1969-10,37.3,0.0054,0.0567
1969-11,37.5,0.0054,0.0593
1969-12,37.7,0.0053,0.062
1970-01,37.8,0.0027,0.0618
1970-02,38.0,0.0053,0.0615
1970-03,38.2,0.0053,0.0582
1970-04,38.5,0.0079,0.0606
1970-05,38.6,0.0026,0.0604
1970-06,38.8,0.0052,0.0601
1970-07,39.0,0.0052,0.0598
1970-08,39.0,0.0,0.0541
1970-09,39.2,0.0051,0.0566
1970-10,39.4,0.0051,0.0563
1970-11,39.6,0.0051,0.056
1970-12,39.8,0.0051,0.0557
1971-01,39.8,0.0,0.0529
1971-02,39.9,0.0025,0.05
1971-03,40.0,0.0025,0.0471
1971-04,40.1,0.0025,0.0416
1971-05,40.3,0.005,0.044
1971-06,40.6,0.0074,0.0464
1971-07,40.7,0.0025,0.0436
1971-08,40.8,0.0025,0.0462
1971-09,40.8,0.0,0.0408
1971-10,40.9,0.0025,0.0381
1971-11,40.9,0.0,0.0328
1971-12,41.1,0.0049,0.0327
1972-01,41.1,0.0,0.0327
1972-02,41.3,0.0049,0.0351
1972-03,41.4,0.0024,0.035
1972-04,41.5,0.0024,0.0349
1972-05,41.6,0.0024,0.0323
1972-06,41.7,0.0024,0.0271
